zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target
No,No,No,Yes,Yes,1,4,No,8,910,453,491,8,17,25,25,25,37,5,25,Donor
Yes,No,No,No,Yes,1,5,Yes,8,527,250,303,28,21,20,15,15,37,4,10,No Donor
No,Yes,No,No,No,1,3,No,8,900,398,425,5,36,83,20,19,31,11,16.6,Donor
No,No,Yes,No,Yes,1,7,Yes,7,901,482,505,4,72,196,20,20,32,13,15.07692308,Donor
No,No,Yes,No,Yes,1,3,No,8,487,399,373,21,37,60,15,15,31,5,10,Donor
Yes,No,No,No,Yes,1,4,Yes,8,1224,431,497,11,33,39,10,10,32,11,7.8,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,957,506,528,13,19,23,15,15,29,8,11.5,Donor
No,No,No,Yes,No,1,2,No,5,1424,433,420,6,68,117,5,3,28,13,4.5,Donor
No,No,Yes,No,Yes,1,4,Yes,3,629,429,443,8,86,226,10,5,28,5,4.612244898,No Donor
No,Yes,No,No,Yes,1,5,No,8,1126,591,636,3,34,73,10,6,28,4,6.636363636,Donor
No,No,No,Yes,Yes,1,4,Yes,6,2435,766,852,2,94,157,10,10,33,13,7.85,No Donor
No,No,No,Yes,Yes,1,3,No,5,1029,376,395,11,46,155,30,25,34,3,17.22222222,No Donor
No,No,Yes,No,No,1,7,Yes,8,437,325,338,14,25,36,16,10,35,5,12,No Donor
Yes,No,No,No,No,1,2,No,8,684,297,357,22,59,124,12,11,32,4,9.538461539,No Donor
No,No,No,Yes,No,1,7,No,9,2564,516,640,11,54,119,11,8,28,3,7.933333333,Donor
No,No,No,Yes,Yes,1,3,Yes,8,1133,411,462,10,63,125,21,15,19,2,13.88888889,Donor
Yes,No,No,No,Yes,3,4,No,8,959,569,658,3,28,27,6,6,30,5,4.5,No Donor
No,No,No,Yes,Yes,1,7,Yes,8,2197,579,626,2,71,125,10,7,29,5,5.952380952,Donor
No,No,No,Yes,Yes,1,5,Yes,8,1575,425,437,12,40,111,25,20,31,77,13.875,Donor
No,No,Yes,No,Yes,1,3,Yes,8,379,254,284,29,49,66,7,5,29,3,5.076923077,Donor
Yes,No,No,No,Yes,1,6,No,6,656,374,387,11,55,96,15,15,29,2,9.6,Donor
No,No,No,Yes,Yes,3,3,Yes,8,949,273,315,24,32,108,12,12,29,3,10.8,No Donor
No,Yes,No,No,Yes,1,3,Yes,4,591,361,403,13,49,55,21,21,37,7,11,Donor
No,No,No,Yes,Yes,1,4,Yes,4,452,247,293,26,90,196,10,10,23,1,5.939393939,No Donor
No,No,No,Yes,Yes,2,5,No,8,435,227,241,37,21,30,20,20,32,5,15,Donor
Yes,No,No,No,Yes,1,5,Yes,4,608,301,326,18,76,131.75,5,3,30,5,2.439814815,Donor
No,No,No,Yes,Yes,1,3,Yes,8,1615,356,403,19,20,20,15,15,31,9,10,No Donor
No,No,No,Yes,Yes,1,2,Yes,2,1570,288,379,26,73,159,12,10,29,18,9.9375,No Donor
No,No,No,Yes,Yes,1,4,Yes,6,989,297,345,22,76,370,16,10,28,7,10,No Donor
No,No,Yes,No,No,1,2,Yes,0,377,173,245,42,72,111,10,5,37,3,5.55,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,783,293,347,8,15,15,15,15,37,5,15,Donor
No,No,Yes,No,Yes,1,7,Yes,8,3646,897,973,3,24,29,10,6,29,4,5.8,Donor
No,No,Yes,No,Yes,1,5,Yes,6,826,424,492,4,61,112,21,21,36,8,10.18181818,No Donor
No,No,No,Yes,Yes,1,7,Yes,8,3413,509,604,8,23,45,25,25,35,5,22.5,No Donor
No,No,Yes,No,Yes,1,4,No,7,498,335,368,13,45,74,10,5,32,9,5.285714286,Donor
No,No,No,Yes,Yes,1,6,No,8,3560,673,711,3,24,51,20,20,34,1,12.75,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,1525,468,601,11,35,45,5,5,28,3,5,No Donor
No,Yes,No,No,Yes,1,5,No,9,1598,659,738,3,45,102,24,24,33,18,14.57142857,No Donor
Yes,No,No,No,Yes,1,5,No,7,849,363,402,4,50,147,32,25,28,5,24.5,No Donor
No,Yes,No,No,Yes,1,5,No,9,1228,497,583,2,70,160,30,30,31,23,16,No Donor
No,Yes,No,No,Yes,1,4,Yes,0,231,198,226,15,43,63,7,5,28,8,3.15,Donor
No,No,No,Yes,Yes,1,4,Yes,3,1581,321,369,11,45,76,15,15,32,1,9.5,Donor
No,No,Yes,No,Yes,1,2,No,8,250,200,237,34,23,27,15,5,33,2,6.75,No Donor
No,Yes,No,No,Yes,1,5,No,6,849,407,417,0,63,84,8,4,28,23,5.6,No Donor
No,No,No,Yes,Yes,1,5,No,8,736,253,284,30,31,125,25,25,35,5,25,Donor
No,No,Yes,No,Yes,1,5,Yes,8,667,345,387,15,26,40,15,15,28,8,13.33333333,Donor
Yes,No,No,No,Yes,1,4,Yes,8,1173,455,544,10,56,53,6,2,30,8,3.117647059,Donor
No,No,Yes,No,Yes,1,1,No,1,407,198,230,39,38,70,25,25,37,15,23.33333333,No Donor
No,Yes,No,No,No,1,4,No,1,350,252,311,25,80,181,17,15,34,8,10.05555556,Donor
Yes,No,No,No,Yes,1,5,No,8,2621,945,980,3,21,36,21,21,30,7,18,Donor
No,Yes,No,No,Yes,2,7,No,9,880,585,669,0,43,128,20,20,28,2,14.22222222,Donor
Yes,No,No,No,Yes,1,5,No,8,705,432,475,3,27,47,15,15,30,6,9.4,Donor
No,No,No,Yes,Yes,1,1,Yes,7,3110,396,515,13,60,170,15,11,37,8,7.727272727,No Donor
Yes,No,No,No,Yes,1,5,Yes,8,823,379,411,8,14,15,15,15,32,5,15,Donor
No,No,No,Yes,Yes,1,4,No,7,1063,416,479,22,70,142,10,9,30,25,6.173913044,No Donor
No,No,No,Yes,No,1,2,Yes,5,1838,393,431,14,60,157,18,15,27,3,7.476190476,No Donor
No,Yes,No,No,Yes,1,7,No,8,775,348,371,10,22,50,25,25,33,3,25,No Donor
No,No,No,Yes,No,1,2,No,8,652,225,289,29,23,26,16,16,30,7,13,Donor
No,No,Yes,No,No,1,5,No,8,1243,504,590,4,27,28,10,8,31,8,7,Donor
Yes,No,No,No,Yes,1,7,Yes,8,1210,357,438,11,22,26,16,16,37,11,13,Donor
No,No,No,Yes,Yes,1,2,Yes,5,0,0,0,0,113,268,35,15,30,2,14.10526316,No Donor
No,No,No,Yes,Yes,1,3,No,9,3686,828,903,1,75,299,15,14,31,19,11.5,No Donor
No,No,Yes,No,Yes,1,7,Yes,7,759,447,468,1,73,126,7,6,30,12,4.5,No Donor
No,No,No,Yes,Yes,1,4,Yes,7,1008,446,481,19,64,76.01,10,6,32,5,6.334166667,No Donor
Yes,No,No,No,Yes,1,6,No,3,1512,315,405,25,48,68,25,25,36,12,13.6,No Donor
No,No,No,Yes,Yes,1,4,No,8,1940,266,308,17,33,93,8,8,30,2,6.2,No Donor
Yes,No,No,No,Yes,2,5,Yes,4,547,289,324,18,55,74,15,12,31,3,9.25,Donor
No,No,No,Yes,Yes,1,4,Yes,3,462,270,307,21,95,2200,100,39,19,62,26.82926829,Donor
No,No,No,Yes,No,1,5,Yes,8,3901,623,701,7,20,30,20,20,31,6,15,No Donor
No,No,No,Yes,Yes,1,5,No,8,1146,372,505,14,45,105,10,5,30,8,7.5,Donor
No,No,Yes,No,Yes,2,7,Yes,9,3460,1080,1035,1,53,105,15,12,37,1,11.66666667,No Donor
No,Yes,No,No,Yes,1,7,Yes,8,1592,682,724,3,46,89,30,19,34,11,22.25,Donor
No,Yes,No,No,Yes,1,2,Yes,8,385,303,326,14,49,66,30,30,30,13,9.428571429,No Donor
Yes,No,No,No,Yes,1,4,No,8,878,280,333,15,56,75,5,5,28,3,5,No Donor
No,Yes,No,No,No,1,7,Yes,8,1303,524,598,5,43,131,21,20,37,1,18.71428571,No Donor
No,No,No,Yes,Yes,1,7,Yes,9,1597,520,556,3,61,212,16,15,31,4,11.77777778,No Donor
No,Yes,No,No,Yes,1,5,Yes,8,475,403,414,8,24,55,15,15,32,2,11,No Donor
No,Yes,No,No,Yes,1,5,Yes,7,490,347,367,11,57,94,20,20,31,5,7.230769231,No Donor
No,Yes,No,No,No,1,1,Yes,8,343,237,273,35,69,80,6,6,30,7,4.444444444,Donor
No,Yes,No,No,Yes,1,4,Yes,8,740,466,481,7,29,71,16,15,37,3,14.2,Donor
No,No,Yes,No,No,1,1,Yes,7,904,506,457,3,49,81,27,27,37,7,20.25,No Donor
No,No,No,Yes,No,1,1,Yes,5,2938,455,517,7,37,71,11,10,29,4,8.875,Donor
No,No,Yes,No,Yes,1,4,No,5,805,399,461,4,80,100.75,5,3,28,13,2.583333333,Donor
Yes,No,No,No,Yes,1,3,No,8,610,336,381,6,36,46,12,11,30,16,7.666666667,No Donor
No,No,Yes,No,Yes,1,4,No,4,606,300,413,22,58,120,13,13,32,21,10.90909091,No Donor
Yes,No,No,No,No,1,4,Yes,8,1013,318,372,6,24,28,10,8,29,4,7,Donor
No,No,No,Yes,Yes,1,4,Yes,2,621,215,242,21,81,282,25,24,28,3,14.1,Donor
No,Yes,No,No,No,1,5,No,5,409,315,386,16,63,68,6,5,30,14,4,Donor
No,No,Yes,No,Yes,1,3,No,8,438,323,360,16,78,223,15,12,28,14,9.695652174,Donor
No,No,Yes,No,Yes,1,4,Yes,7,1989,509,589,0,64,116,16,15,37,14,11.6,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,1909,624,680,1,44,95,50,25,30,15,19,No Donor
Yes,No,No,No,Yes,1,4,No,6,898,313,386,18,79,177,10,10,32,5,7.375,No Donor
Yes,No,No,No,Yes,1,5,No,8,1086,475,530,10,55,124,21,17,34,16,13.77777778,Donor
No,Yes,No,No,No,1,5,No,8,906,444,502,4,59,75,7,7,30,7,4.6875,Donor
No,Yes,No,No,Yes,1,4,Yes,1,720,340,362,17,69,121,5,3,37,3,2.813953488,No Donor
No,Yes,No,No,No,1,3,No,8,753,404,368,21,21,20,15,15,35,7,10,No Donor
Yes,No,No,No,Yes,1,2,No,5,474,278,292,30,67,249,16,10,29,4,11.31818182,No Donor
Yes,No,No,No,No,1,4,No,8,2045,312,450,22,15,20,20,20,37,5,20,No Donor
No,Yes,No,No,Yes,2,3,Yes,8,392,129,189,56,23,65,25,25,28,9,21.66666667,No Donor
Yes,No,No,No,Yes,1,3,Yes,4,870,299,346,11,41,61,20,15,29,11,12.2,Donor
Yes,No,No,No,Yes,1,4,Yes,8,1371,626,629,0,27,92,27,20,34,4,23,No Donor
Yes,No,No,No,Yes,1,2,No,8,603,297,343,14,58,71,15,15,37,6,8.875,No Donor
No,No,No,Yes,Yes,1,2,Yes,8,1300,261,325,18,33,66,15,15,28,7,11,No Donor
No,No,No,Yes,Yes,1,7,No,9,5101,1299,1158,1,70,103.07,16,15,34,5,7.362142857,No Donor
No,No,No,Yes,No,1,7,Yes,7,801,338,427,8,56,109,11,10,31,9,6.411764706,Donor
No,No,No,Yes,Yes,1,6,Yes,8,1393,319,392,15,32,36,20,20,37,3,12,No Donor
Yes,No,No,No,No,1,6,Yes,9,1314,548,578,6,40,104,20,18,29,4,14.85714286,No Donor
No,No,Yes,No,Yes,1,4,Yes,8,422,192,256,40,69,61,6,6,31,14,3.210526316,Donor
No,No,Yes,No,Yes,1,5,No,8,1518,585,572,0,25,65,20,20,30,4,13,Donor
No,No,No,No,Yes,1,4,No,1,1273,380,426,10,44,104,11,11,29,10,8.666666667,No Donor
No,Yes,No,No,Yes,1,2,No,4,526,184,246,39,51,71,7,7,19,5,5.916666667,Donor
Yes,No,No,No,Yes,1,6,No,1,521,259,291,25,77,199,15,12,34,5,9.95,Donor
Yes,No,No,No,Yes,1,2,Yes,8,1062,382,478,7,35,49,8,6,30,3,4.9,Donor
Yes,No,No,No,Yes,1,4,No,8,746,368,399,14,57,70,5,5,31,3,5,No Donor
No,No,Yes,No,Yes,1,4,Yes,8,569,315,329,16,40,130,20,10,36,2,13,Donor
Yes,No,No,No,No,1,2,Yes,4,764,308,382,9,69,757,50,50,29,4,19.41025641,No Donor
No,No,No,Yes,Yes,1,5,No,6,2856,456,522,8,63,175,25,25,28,3,12.5,No Donor
No,Yes,No,No,Yes,1,2,No,8,852,441,469,7,63,64,10,10,31,14,4.266666667,Donor
No,No,No,Yes,Yes,1,6,No,8,2823,643,728,4,24,35,15,15,34,5,11.66666667,Donor
No,No,No,Yes,No,1,2,Yes,8,1746,294,359,21,23,41,10,6,30,5,8.2,No Donor
No,Yes,No,No,Yes,1,5,Yes,1,371,234,295,32,47,55,10,7,31,16,6.111111111,Donor
No,No,No,Yes,No,1,1,No,6,4127,701,797,4,66,188,15,10,31,4,10.44444444,Donor
No,No,Yes,No,Yes,1,7,Yes,7,672,423,480,4,94,221.09,15,10,33,6,8.8436,No Donor
No,No,No,Yes,Yes,1,4,Yes,4,940,355,384,10,42,57,15,15,31,19,9.5,Donor
No,No,Yes,No,Yes,1,2,No,6,441,340,381,13,58,67,7,5,31,4,4.785714286,Donor
Yes,No,No,No,Yes,1,2,No,1,455,194,215,18,69,94,10,3,28,20,3.357142857,Donor
No,No,Yes,No,Yes,2,5,Yes,8,1259,660,663,0,22,20,15,15,37,8,10,No Donor
No,No,No,Yes,No,1,1,Yes,3,2356,318,376,25,78,265,20,20,31,3,10.6,Donor
No,No,No,Yes,Yes,1,1,Yes,8,626,383,404,7,64,111,7,4,31,5,4.826086957,Donor
Yes,No,No,No,Yes,1,3,Yes,8,610,310,359,17,64,105,15,10,30,6,8.076923077,No Donor
No,No,No,Yes,Yes,1,4,Yes,1,1110,368,409,17,53,71,15,15,34,4,8.875,No Donor
Yes,No,No,No,Yes,1,5,Yes,8,456,281,323,4,47,47,10,10,28,2,5.875,No Donor
No,Yes,No,No,No,4,4,No,7,1060,508,550,0,36,60,7,5,29,4,5,No Donor
No,No,Yes,No,Yes,1,6,Yes,8,824,471,516,0,16,20,20,20,37,5,20,No Donor
No,Yes,No,No,Yes,1,4,Yes,2,637,231,277,25,57,86,16,16,34,25,12.28571429,No Donor
No,No,No,Yes,Yes,1,2,Yes,9,452,234,243,30,62,113,15,12,33,3,10.27272727,Donor
No,Yes,No,No,Yes,1,4,No,8,731,268,324,26,31,40.5,15,7.5,36,5,10.125,No Donor
No,Yes,No,No,Yes,1,3,No,1,561,296,369,20,89,121,10,10,28,3,6.368421053,Donor
No,No,Yes,No,Yes,1,5,No,8,914,467,518,10,62,217,20,20,31,27,13.5625,No Donor
No,Yes,No,No,Yes,1,5,No,8,673,297,321,10,30,90,35,35,35,9,30,Donor
No,No,No,Yes,Yes,1,4,Yes,8,4978,664,770,0,24,26,16,16,36,11,13,Donor
Yes,No,No,No,Yes,1,5,Yes,8,641,306,354,20,20,35,35,35,37,5,35,No Donor
No,No,Yes,No,Yes,1,7,No,8,744,404,412,12,69,208,20,15,37,15,13,No Donor
No,No,No,Yes,Yes,1,4,No,8,643,355,384,10,43,118,20,10,18,3,13.11111111,Donor
No,No,No,Yes,No,1,3,Yes,8,477,208,269,30,42,61,10,10,30,9,7.625,Donor
Yes,No,No,No,Yes,1,4,Yes,5,1622,370,465,18,70,99,7,6,31,15,4.95,Donor
No,No,Yes,No,Yes,1,4,No,2,524,234,305,31,76,162,14,12,36,5,9.529411765,No Donor
No,No,No,Yes,No,1,4,Yes,8,1306,449,460,7,55,110,15,10,28,19,9.166666667,Donor
No,Yes,No,No,Yes,1,4,Yes,2,430,279,315,18,77,143,15,0,24,6,9.533333333,Donor
No,Yes,No,No,No,1,2,Yes,8,612,415,399,10,58,84,6,6,35,5,5.25,Donor
No,No,Yes,No,Yes,1,4,Yes,7,534,286,356,19,59,184,11,9,31,4,7.076923077,Donor
No,No,Yes,No,No,1,2,Yes,8,528,279,350,7,36,40,10,5,32,3,5.714285714,No Donor
No,Yes,No,No,Yes,1,4,Yes,8,506,338,358,14,44,147,12,10,34,18,9.1875,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,0,0,0,0,46,66,20,10,28,3,6,Donor
No,No,Yes,No,Yes,1,4,Yes,8,292,259,291,21,58,54,5,5,30,11,3.6,No Donor
No,No,Yes,No,Yes,1,4,No,5,627,340,369,20,59,149,15,12,28,3,9.933333333,No Donor
No,No,No,Yes,No,1,3,Yes,1,1567,342,464,16,34,55,5,5,29,14,5,Donor
No,No,Yes,No,Yes,1,4,Yes,8,446,261,298,21,23,30,15,15,35,1,10,No Donor
No,No,No,Yes,Yes,1,4,No,4,0,0,0,0,66,133.75,17.5,17.5,30,2,8.359375,No Donor
No,No,Yes,No,Yes,1,6,No,0,693,225,284,29,87,131,8,5,34,4,3.852941177,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,840,394,433,8,40,50,10,9,35,19,8.333333333,No Donor
No,Yes,No,No,Yes,2,5,Yes,2,459,280,306,23,57,271,35,35,31,8,24.63636364,No Donor
No,No,No,Yes,No,1,2,Yes,8,574,180,340,36,24,33,11,7,31,5,6.6,No Donor
No,Yes,No,No,No,1,1,Yes,8,703,429,501,0,21,25,10,10,30,6,8.333333333,No Donor
No,Yes,No,No,Yes,1,2,Yes,8,502,388,463,3,16,26,16,16,28,8,13,Donor
No,No,Yes,No,Yes,1,5,Yes,8,1244,649,700,0,54,73,7,7,30,12,5.214285714,Donor
No,No,No,Yes,Yes,1,5,No,8,1209,490,564,9,15,20,20,20,37,5,20,Donor
No,No,No,Yes,Yes,1,5,No,9,4023,821,872,0,67,64,15,15,37,7,6.4,Donor
No,No,Yes,No,Yes,1,4,Yes,0,384,170,226,46,73,99,7,5,31,8,4.714285714,No Donor
No,No,Yes,No,Yes,1,3,Yes,8,303,240,281,43,30,35,10,10,31,8,7,Donor
No,No,No,Yes,Yes,1,6,No,8,675,311,338,26,24,26,10,8,31,6,6.5,Donor
Yes,No,No,No,Yes,1,5,No,8,445,254,286,26,17,25,25,25,37,5,25,No Donor
No,Yes,No,No,Yes,1,2,Yes,3,330,288,316,28,50,106,6,5,29,3,4.608695652,Donor
No,No,Yes,No,Yes,1,4,Yes,8,641,399,410,7,14,15,15,15,36,5,15,No Donor
No,No,No,Yes,No,1,5,No,2,1071,327,380,8,50,173,25,10,31,4,13.30769231,Donor
No,No,No,Yes,Yes,1,3,No,8,1156,322,386,15,18,25,25,25,37,5,25,Donor
No,No,Yes,No,No,1,3,Yes,8,985,459,513,11,26,66,13,9,30,2,8.25,Donor
No,No,No,Yes,Yes,1,7,No,8,4825,1050,1009,1,23,36,11,10,31,4,9,No Donor
No,No,No,Yes,Yes,1,5,Yes,0,740,194,252,39,41,62,11,11,32,11,8.857142857,Donor
No,No,No,Yes,Yes,1,2,No,1,0,246,291,20,102,180.5,21,4,28,4,5.640625,No Donor
No,No,No,Yes,Yes,1,6,Yes,9,2504,837,867,1,61,102,20,17,32,4,10.2,No Donor
Yes,No,No,No,No,1,5,Yes,8,987,540,612,20,44,68,10,10,29,14,7.555555556,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,1076,257,289,29,27,47,15,15,37,0,6.714285714,Donor
Yes,No,No,No,Yes,1,5,Yes,8,1758,490,671,13,26,29,5,4,31,3,4.142857143,Donor
No,No,No,Yes,Yes,1,1,No,8,1089,442,539,5,24,26,16,16,37,11,13,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,2628,417,444,17,21,25,20,20,29,8,12.5,Donor
Yes,No,No,No,No,1,2,Yes,8,622,283,315,24,24,33,10,10,29,2,6.6,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1934,353,381,18,15,20,20,20,37,5,20,Donor
No,Yes,No,No,Yes,1,4,No,8,464,318,357,10,24,31,7,7,31,5,6.2,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,2478,561,610,2,25,65,25,25,35,4,21.66666667,Donor
No,No,No,Yes,Yes,1,1,Yes,3,1126,451,472,9,121,273,17,16,28,8,10.5,Donor
No,No,No,Yes,Yes,1,5,Yes,7,1025,386,435,8,74,173,21,21,28,12,11.53333333,Donor
No,No,No,Yes,No,1,3,Yes,8,1005,412,476,6,88,384,12,8,17,6,7.836734694,Donor
No,No,No,Yes,Yes,1,4,No,8,2230,416,533,9,14,21,21,21,36,5,21,No Donor
No,No,No,Yes,No,1,1,No,7,708,249,303,26,61,150,16,16,31,13,11.53846154,Donor
Yes,No,No,No,Yes,1,4,No,9,1332,561,646,0,42,135,50,25,29,3,27,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,2463,584,617,11,30,60,9,6,30,1,6.666666667,Donor
No,No,No,Yes,Yes,1,2,No,8,1801,405,466,15,23,55,15,15,29,6,13.75,Donor
No,No,No,Yes,Yes,2,4,No,8,1011,426,537,0,39,46,20,16,36,29,15.33333333,No Donor
No,No,Yes,No,Yes,1,6,Yes,8,957,442,537,3,51,133,17,14,31,3,13.3,Donor
No,Yes,No,No,Yes,1,3,Yes,8,536,299,332,13,33,62,17,17,33,12,15.5,No Donor
No,No,Yes,No,Yes,4,5,Yes,8,797,337,391,19,30,45,10,7,31,8,6.428571429,Donor
No,No,Yes,No,Yes,1,6,No,7,643,349,382,13,77,427,50,42,35,5,30.5,No Donor
No,No,Yes,No,Yes,1,1,Yes,4,556,265,356,19,74,311,25,15,37,14,12.44,No Donor
Yes,No,No,No,Yes,1,4,No,8,577,288,319,16,36,133,15,15,28,3,11.08333333,No Donor
No,No,No,Yes,Yes,2,6,No,8,2526,413,456,15,26,35,10,10,31,5,8.75,Donor
No,No,Yes,No,Yes,1,5,No,9,1240,766,787,2,40,50,17,17,33,12,12.5,No Donor
No,No,Yes,No,No,1,1,No,8,317,264,311,22,25,32,10,10,35,5,8,No Donor
Yes,No,No,No,Yes,1,5,No,4,615,323,323,23,55,149,15,10,32,3,10.64285714,Donor
No,Yes,No,No,Yes,1,2,Yes,0,549,302,337,15,99,158.5,20,10,28,3,6.891304348,No Donor
No,No,Yes,No,Yes,1,2,Yes,3,307,257,280,36,29,40,20,20,37,23,20,No Donor
No,No,Yes,No,No,1,1,No,8,319,232,267,32,30,87,15,9,31,5,7.909090909,Donor
No,No,Yes,No,Yes,1,7,Yes,6,653,453,487,13,57,161,22,22,31,6,11.5,Donor
No,No,Yes,No,Yes,1,4,No,2,414,236,266,28,39,136,20,20,37,6,15.11111111,No Donor
No,No,Yes,No,Yes,1,3,Yes,8,346,206,209,33,30,53,13,11,32,4,8.833333333,Donor
No,No,Yes,No,Yes,2,2,No,8,309,279,330,12,23,35,15,10,29,6,11.66666667,No Donor
No,No,Yes,No,Yes,1,7,No,9,4019,1158,1108,4,65,75,10,5,30,12,5.357142857,Donor
Yes,No,No,No,No,1,3,Yes,3,557,224,269,25,76,214,10,9,31,5,8.916666667,No Donor
No,No,No,Yes,No,1,1,Yes,8,1193,441,486,12,30,80,35,35,29,12,26.66666667,No Donor
Yes,No,No,No,Yes,1,2,Yes,4,392,220,280,32,70,67,10,10,31,8,3.52631579,Donor
Yes,No,No,No,No,1,4,Yes,7,1113,375,452,6,53,84,20,15,29,13,12,No Donor
Yes,No,No,No,Yes,1,3,No,8,774,386,423,12,26,35,7,7,31,1,5.833333333,No Donor
Yes,No,No,No,Yes,1,6,Yes,8,1615,556,609,3,44,116,20,15,29,11,14.5,No Donor
Yes,No,No,No,Yes,1,5,Yes,4,654,356,352,15,57,160,33,25,31,3,14.54545455,No Donor
No,Yes,No,No,No,1,3,Yes,7,706,377,418,15,87,217,25,15,28,10,11.42105263,No Donor
Yes,No,No,No,Yes,1,4,Yes,5,858,314,372,11,68,199,10,7,35,3,6.21875,Donor
Yes,No,No,No,Yes,1,5,No,2,369,249,282,23,42,136,20,15,29,4,12.36363636,No Donor
No,Yes,No,No,Yes,1,6,Yes,2,594,354,381,11,58,73,5,5,34,1,2.35483871,No Donor
No,No,No,Yes,Yes,1,3,Yes,8,1397,528,606,8,57,71,10,7,33,6,7.1,Donor
No,No,Yes,No,Yes,1,1,Yes,8,758,482,539,0,22,29,10,9,30,3,7.25,No Donor
No,No,Yes,No,No,1,1,No,8,394,186,222,31,46,38,5,5,30,2,3.166666667,Donor
No,Yes,No,No,Yes,1,6,No,8,910,395,518,0,54,75,8,8,28,3,6.818181818,No Donor
No,No,Yes,No,No,1,5,Yes,3,376,284,365,21,60,102,6,3,30,7,3.4,No Donor
No,No,Yes,No,Yes,1,2,Yes,8,278,224,256,25,48,48,10,5,31,9,5.333333333,No Donor
No,No,Yes,No,Yes,1,4,No,8,1082,513,528,7,60,91,10,10,31,7,7.583333333,Donor
No,Yes,No,No,Yes,1,5,Yes,8,856,422,437,5,35,55,30,30,37,12,18.33333333,No Donor
No,No,No,Yes,No,1,2,Yes,8,1519,359,408,18,26,38,10,8,28,1,6.333333333,Donor
No,No,No,Yes,Yes,2,3,No,7,3337,516,597,4,46,116,10,10,31,5,6.444444444,Donor
No,No,Yes,No,Yes,1,3,Yes,8,880,401,417,6,55,53,6,4,30,5,4.076923077,Donor
Yes,No,No,No,No,1,6,No,9,1389,533,605,1,42,67,25,20,33,24,16.75,No Donor
No,Yes,No,No,Yes,1,5,No,8,1037,531,546,5,66,145,25,10,35,6,9.666666667,Donor
No,No,Yes,No,Yes,1,5,No,8,278,252,297,22,15,15,15,15,37,5,15,Donor
No,No,No,Yes,No,1,4,No,5,642,283,323,14,50,65,20,20,29,13,10.83333333,Donor
No,Yes,No,No,Yes,1,4,No,8,432,200,252,36,39,67,10,7,29,8,5.583333333,Donor
No,No,No,Yes,No,1,3,Yes,6,644,331,364,17,103,173,8,5,17,2,5.088235294,Donor
Yes,No,No,No,Yes,1,4,Yes,8,916,436,483,7,63,137,10,5,18,5,6.227272727,No Donor
No,No,No,Yes,No,1,3,Yes,8,1562,555,548,5,33,50,5,4,32,1,4.166666667,Donor
No,No,No,Yes,Yes,1,4,No,8,1369,329,355,28,22,27,11,11,31,3,6.75,Donor
No,No,Yes,No,Yes,1,2,No,4,553,261,301,21,69,201,18,14,35,5,11.82352941,Donor
Yes,No,No,No,No,2,5,No,8,1263,310,472,26,22,35,20,20,32,5,17.5,Donor
Yes,No,No,No,Yes,3,5,No,7,1273,527,568,6,62,94,12,12,31,9,9.4,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,2083,296,356,19,40,57,10,10,30,9,7.125,Donor
Yes,No,No,No,Yes,1,1,Yes,8,705,238,383,29,20,20,15,15,37,5,10,Donor
No,No,No,Yes,No,1,2,Yes,4,1774,375,424,6,61,161,5,5,31,11,4.6,No Donor
No,No,Yes,No,Yes,2,3,No,6,882,432,471,6,67,80.25,9,9,29,12,4.720588235,Donor
No,No,No,Yes,Yes,1,5,No,8,2322,302,322,20,26,50,25,25,36,5,25,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1019,539,575,1,29,45,20,20,37,7,15,No Donor
No,No,Yes,No,Yes,1,3,No,1,994,481,520,0,51,206,26,25,36,13,20.6,No Donor
No,No,No,Yes,Yes,1,4,No,8,705,205,257,39,35,60,10,10,33,5,7.5,No Donor
No,Yes,No,No,Yes,2,5,Yes,8,830,538,571,3,34,55,8,8,30,3,6.111111111,No Donor
No,Yes,No,No,Yes,1,1,Yes,5,594,322,378,20,53,77,15,10,29,24,11,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,782,460,453,10,54,111,20,20,28,4,12.33333333,Donor
Yes,No,No,No,Yes,1,7,Yes,8,1497,524,652,7,15,20,20,20,37,5,20,Donor
No,No,No,Yes,Yes,1,4,Yes,5,694,365,375,8,141,201,8,8,17,6,3.589285714,Donor
No,No,Yes,No,Yes,2,2,Yes,8,653,325,354,15,72,76,5,2,30,15,4,Donor
